cod_munic,ano,cod_uf,nome_uf,pib,state.x,popdens,poprural,prefeito,govpt,poptot.y,ruralpc,hdi.2010.100,hdi.2000.100,pref.pt,organ,op,esq
3205309,2005,32,Espírito Santo,15797486.66,7,3211786,0,PSDB,0,310053,0,8.45,8.56,0,885,1,0.265486725663717
3205309,2009,32,Espírito Santo,19782627.87,7,3358861,0,PSDB,0,324251,0,8.45,8.56,0,980,1,0.307322929171669
3300100,2005,33,Rio de Janeiro,3636339.55,18,174.9875,5584,PMDB,0,144379,0.03867599,7.24,7.72,0,207,0,0.531073446327684
3300100,2009,33,Rio de Janeiro,4526169.17,18,199.3559,6093.6,PMDB,0,164485,0.03704654,7.24,7.72,0,266,0,0.644578313253012
3300407,2005,33,Rio de Janeiro,2229896.46,18,318502,3618.5,PMDB,0,174283,0.02076221,7.29,8.06,0,220,1,0.278236914600551
3300407,2009,33,Rio de Janeiro,3514292.39,18,323.6628,2018.1,PMDB,0,177107,0.01139481,7.29,8.06,0,228,0,0.101321585903084
3300456,2005,33,Rio de Janeiro,2677529.7,18,5807402,0,PMDB,0,451903,0,6.84,7.42,0,596,0,0.313915857605178
3300456,2009,33,Rio de Janeiro,4152779.4,18,5986584,0,PT,0,465846,0,6.84,7.42,1,639,0,0.407960199004975
3300704,2005,33,Rio de Janeiro,4554007.81,18,381.3868,33164,PMDB,0,156528,0.2118726,7.35,7.92,0,254,0,0.350574712643678
3300704,2009,33,Rio de Janeiro,4596004.39,18,439.2765,43222.4,PSDB,0,180287,0.2397422,7.35,7.92,0,291,0,0.695121951219512
3301009,2005,33,Rio de Janeiro,16653398.88,18,108.1184,43920,PDT,0,435360,0.100882,7.16,7.52,0,542,0,0.263910969793323
3301009,2009,33,Rio de Janeiro,19581276.18,18,113755,44806.4,PMDB,0,458057,0.0978184,7.16,7.52,0,653,0,0.256259204712813
3301702,2005,33,Rio de Janeiro,22623088.11,18,1743407,3018,PMDB,0,815252,0.003701923,7.11,7.53,0,973,1,0.38676844783715
3301702,2009,33,Rio de Janeiro,25747558.29,18,1811.49,2929.2,PSDB,0,847089,0.00345796,7.11,7.53,0,1051,0,0.604968944099379
3301900,2005,33,Rio de Janeiro,1249144.67,18,471.0879,6406.5,PT,0,202744,0.03159896,6.93,7.37,1,269,0,0.219339622641509
3301900,2009,33,Rio de Janeiro,2013343.63,18,499.4609,3356.5,PP,0,214955,0.0156149,6.93,7.37,0,332,1,0.685612788632327
3302403,2005,33,Rio de Janeiro,5302363.72,18,139.3726,5160,PSDB,0,169595,0.03042543,7.64,7.9,0,241,0,0.134146341463415
3302403,2009,33,Rio de Janeiro,7057281.73,18,163.7849,4124.8,PMDB,0,199301,0.02069633,7.64,7.9,0,268,1,0.543513957307061
3302502,2005,33,Rio de Janeiro,1228607.5,18,557.4729,12036.5,PMDB,0,216576,0.05557633,7.09,7.46,0,325,0,0.08294930875576
3302502,2009,33,Rio de Janeiro,1843262.46,18,579.6018,12082.5,PMDB,0,225173,0.05365874,7.09,7.46,0,368,0,0.572390572390572
3302858,2005,33,Rio de Janeiro,975590.76,18,NA,NA,PT,0,NA,NA,7.37,NA,1,146,0,0.265060240963855
3302858,2009,33,Rio de Janeiro,1506850.64,18,NA,NA,PT,0,NA,NA,7.37,NA,1,159,0,0.159334126040428
3303203,2005,33,Rio de Janeiro,1010144.68,18,8021915,0,PP,0,155569,0,7.53,7.88,0,197,1,0.316239316239316
3303203,2009,33,Rio de Janeiro,1503782.74,18,8098489,0,PP,0,157054,0,7.53,7.88,0,213,0,0.396449704142012
3303302,2005,33,Rio de Janeiro,6835927.12,18,3535772,0,PT,0,473507,0,8.37,8.86,1,916,1,0.421185372005044
3303302,2009,33,Rio de Janeiro,10800669.75,18,3619733,0,PDT,0,484751,0,8.37,8.86,0,975,0,0.314318640161337
3303401,2005,33,Rio de Janeiro,1709351.79,18,190.4298,22136.5,PSB,0,177750,0.1245373,7.45,8.1,0,388,0,0.088888888888889
3303401,2009,33,Rio de Janeiro,2638733.47,18,194143,22592.1,PSC,0,181216,0.1246695,7.45,8.1,0,394,0,0.530612244897959
3303500,2005,33,Rio de Janeiro,5685554.23,18,1653497,4339.5,PT,0,858428,0.005055171,7.13,7.62,1,1041,0,0.310679611650485
3303500,2009,33,Rio de Janeiro,9556220.89,18,1557694,7811.1,PT,0,808691,0.009658943,7.13,7.62,1,1243,0,0.355045561930476
3303906,2005,33,Rio de Janeiro,3708450.87,18,365.9555,15242,PSB,0,291227,0.05233718,7.45,8.04,0,601,1,0.567415730337079
3303906,2009,33,Rio de Janeiro,5831205.12,18,370.6702,14742.8,PT,0,294979,0.04997915,7.45,8.04,1,654,0,0.792284866468843
3304144,2005,33,Rio de Janeiro,845592.49,18,1717128,0,PL,0,129978,0,6.8,7.32,0,191,0,0.564459930313589
3304144,2009,33,Rio de Janeiro,1224457.71,18,1801506,0,PMDB,0,136365,0,6.8,7.32,0,198,0,0.139259259259259
3304201,2005,33,Rio de Janeiro,2870472.01,18,102.4485,8012,PMDB,0,112159,0.0714343,7.68,8.09,0,176,0,0.032085561497326
3304201,2009,33,Rio de Janeiro,5011075.14,18,108.0094,7552.8,DEM,0,118247,0.06387308,7.68,8.09,0,224,0,0
3304557,2005,33,Rio de Janeiro,117771722.3,18,5073556,0,PFL,0,6089175,0,7.99,8.42,0,10102,0,0.397724079797696
3304557,2009,33,Rio de Janeiro,175739349.5,18,5227714,0,PMDB,0,6274192,0,7.99,8.42,0,10641,0,0.336264346538319
3304904,2005,33,Rio de Janeiro,6326585.33,18,3816672,350,PFL,0,945424,0.000370204,7.39,7.82,0,1061,0,0.527210884353742
3304904,2009,33,Rio de Janeiro,9615568.13,18,3992051,630,PDT,0,988867,0.000637093,7.39,7.82,0,1206,0,0.587692307692308
3305109,2005,33,Rio de Janeiro,2719460.73,18,12894,0,PMDB,0,454075,0,7.19,7.74,0,515,1,0.256241787122208
3305109,2009,33,Rio de Janeiro,4000292.21,18,12998.44,0,PR,0,457753,0,7.19,7.74,0,570,0,0.241090146750524
3305802,2005,33,Rio de Janeiro,1514958.97,18,195.8394,20210,PDT,0,150914,0.1339173,7.3,7.9,0,352,0,0.090909090909091
3305802,2009,33,Rio de Janeiro,2388091.91,18,209.1614,18071.6,PT,0,161180,0.1121206,7.3,7.9,1,364,1,0.061889250814332
3306305,2005,33,Rio de Janeiro,5714373.65,18,1369623,98,PV,0,249933,0.000392105,7.71,8.15,0,361,1,0.647228221742261
3306305,2009,33,Rio de Janeiro,8394796.75,18,1404125,122.8,PMDB,0,256229,0.000479259,7.71,8.15,0,395,1,0.340014316392269
3501608,2005,35,São Paulo,4229457.71,25,1468248,712,PDT,0,196616,0.003621272,8.11,8.4,0,260,0,0.595808383233533
3501608,2009,35,São Paulo,6126170.62,25,1552019,934.4,PSDB,0,207834,0.004495896,8.11,8.4,0,289,0,0.861313868613139
3502804,2005,35,São Paulo,1885372.59,25,150.2979,4154.5,PFL,0,175417,0.02368356,7.88,8.48,0,339,0,0.549295774647887
3502804,2009,35,São Paulo,3001299.43,25,154.5219,3634.1,PT,0,180347,0.0201506,7.88,8.48,1,345,1,0.801020408163265
3503208,2005,35,São Paulo,2757741.71,25,194.8606,7414,PT,0,195567,0.03791028,8.15,8.3,1,355,1,0.290419161676647
3503208,2009,35,São Paulo,4193535.36,25,205.2988,6223.6,PMDB,0,206043,0.03020534,8.15,8.3,0,390,0,0.531380753138075
3503307,2005,35,São Paulo,1639512.75,25,172.9445,6365,PPS,0,111520,0.05707496,7.81,8.28,0,162,0,0.535714285714286
3503307,2009,35,São Paulo,2407399.18,25,182.0291,6388.2,PT,0,117378,0.05442417,7.81,8.28,1,158,1,0.420382165605096
3504107,2005,35,São Paulo,1444382.58,25,248.5826,12897.5,PV,0,118952,0.1084261,7.65,8.19,0,189,1,525
3504107,2009,35,São Paulo,2625614.86,25,261.3741,11674.7,PV,0,125073,0.09334309,7.65,8.19,0,246,1,0.833333333333333
3505500,2005,35,São Paulo,1295251.97,25,68.9629,4236,PPS,0,108007,0.03921968,7.89,8.02,0,170,0,0.549295774647887
3505500,2009,35,São Paulo,1653910.77,25,71054,3582.4,PTB,0,111282,0.03219209,7.89,8.02,0,195,0,0.160714285714286
3505708,2005,35,São Paulo,21735746.92,25,3417223,0,PPS,0,224515,0,7.86,8.26,0,256,0,0.373271889400922
3505708,2009,35,São Paulo,26908070.03,25,3614892,0,PMDB,0,237502,0,7.86,8.26,0,285,0,0.745614035087719
3506003,2005,35,São Paulo,4146450.98,25,494.2473,5683,PDT,0,330001,0.01722116,8.01,8.25,0,612,0,0.790613718411552
3506003,2009,35,São Paulo,6795517.42,25,510.9453,5731.8,PMDB,0,341150,0.01680141,8.01,8.25,0,685,1,0.681372549019608
3506508,2005,35,São Paulo,1002127.04,25,191525,3261,PMDB,0,101514,0.03212365,7.8,8.29,0,141,0,0.32
3506508,2009,35,São Paulo,1409186.64,25,202.4131,3244.2,PMDB,0,107285,0.03023908,7.8,8.29,0,138,0,0.71969696969697
3507506,2005,35,São Paulo,1725485.37,25,79.46423,4480,PT,0,117817,0.03802507,8,8.22,1,249,1,0.111940298507463
3507506,2009,35,São Paulo,2317107.85,25,84.59628,4613.6,PSDB,0,125426,0.03678344,8,8.22,0,237,1,0.461538461538462
3507605,2005,35,São Paulo,1588220.08,25,265.1039,9215,PFL,0,135888,0.0678132,7.76,8.2,0,203,0,0.488095238095238
3507605,2009,35,São Paulo,2389078.34,25,282.0474,5435,PSDB,0,144573,0.03759347,7.76,8.2,0,231,0,875
3509502,2005,35,São Paulo,22642867.43,25,1289696,17378,PDT,0,1024755,0.0169582,8.05,8.52,0,1506,1,0.116345467523198
3509502,2009,35,São Paulo,31654719.45,25,1345432,18338,PDT,0,1069041,0.01715369,8.05,8.52,0,1715,1,0.508094645080946
3510609,2005,35,São Paulo,1924341.9,25,10336.65,0,PSDB,0,357090,0,7.49,7.93,0,344,0,0.476584022038567
3510609,2009,35,São Paulo,3068291.28,25,10625.98,0,PT,0,367085,0,7.49,7.93,1,311,1,0.848744641763625
3511102,2005,35,São Paulo,1558304.73,25,376.2406,1241,PSDB,0,109334,0.01135054,7.85,8.33,0,241,0,0.622093023255814
3511102,2009,35,São Paulo,2204609.16,25,385.8381,970.6,PSDB,0,112123,0.008656565,7.85,8.33,0,256,0,0.902439024390244
3513009,2005,35,São Paulo,3349074.73,25,540.3464,0,PSDB,0,175069,0,7.8,8.26,0,254,0,0.258064516129032
3513009,2009,35,São Paulo,5427421.44,25,604.7458,0,PSDB,0,195934,0,7.8,8.26,0,310,0,0.602803738317757
3513504,2005,35,São Paulo,5355992.67,25,794.4834,743,PL,0,113515,0.00654539,7.37,7.72,0,116,0,0.015105740181269
3513504,2009,35,São Paulo,5786552.76,25,823627,819,PT,0,117679,0.006959611,7.37,7.72,1,151,0,0.154302670623145
3513801,2005,35,São Paulo,7249169.18,25,12090.88,0,PT,0,371577,0,7.57,7.9,1,314,1,0.3960027100271
3513801,2009,35,São Paulo,9969818.98,25,12468.66,0,PT,0,383187,0,7.57,7.9,1,400,1,0.302304426925409
3515004,2005,35,São Paulo,1816667.21,25,3181156,0,PT,0,223947,0,7.35,7.72,1,196,1,0.483747609942639
3515004,2009,35,São Paulo,3698098.08,25,3366189,0,PT,0,236973,0,7.35,7.72,1,213,1,0.771362586605081
3515707,2005,35,São Paulo,802761.22,25,5254431,4363,PSB,0,155342,0.02808642,7.38,7.72,0,134,0,0.008849557522124
3516200,2005,35,São Paulo,3048949.72,25,500577,5571,PSDB,0,303189,0.01837468,7.8,8.2,0,474,0,0.390625
3516200,2009,35,São Paulo,4220312.92,25,520.9855,5600.6,PSDB,0,315550,0.01774869,7.8,8.2,0,526,0,0.442307692307692
3516309,2005,35,São Paulo,517191.74,25,2940858,236,PSDB,0,144105,0.001637695,7.03,7.38,0,115,0,0.599557522123894
3516309,2009,35,São Paulo,863953.4,25,3110.12,294.4,PT,0,152399,0.001931771,7.03,7.38,1,149,0,0.736975857687421
3516408,2005,35,São Paulo,1162988.6,25,902.7528,9042,PSDB,0,119863,0.07543612,7.31,7.78,0,103,0,0.271276595744681
3516408,2009,35,São Paulo,1564532.68,25,973.4965,10094,PSDB,0,129256,0.07809309,7.31,7.78,0,99,0,0.681818181818182
3518404,2005,35,São Paulo,1526322.45,25,143.6896,5184.5,PFL,0,108146,0.04793982,7.98,8.18,0,205,0,0.41875
3518404,2009,35,São Paulo,2336862.53,25,147863,5286.5,DEM,0,111287,0.0475033,7.98,8.18,0,251,0,0.678787878787879
3518701,2005,35,São Paulo,2539631.23,25,1934725,68.5,PDT,0,277782,0.000246596,7.51,7.88,0,267,0,0.465553235908142
3518701,2009,35,São Paulo,3429098.42,25,2006993,60.1,PMDB,0,288158,0.000208566,7.51,7.88,0,295,1,0.352393617021277
3518800,2005,35,São Paulo,22020875.08,25,3600.37,30329,PT,0,1147348,0.026434,7.63,7.98,1,1036,1,0.396094141211818
3518800,2009,35,São Paulo,32473827.3,25,3787724,36153,PSDB,0,1207053,0.02995146,7.63,7.98,0,1313,1,0.712554269175109
3519071,2005,35,São Paulo,2605387.38,25,2765445,0,PT,0,172608,0,7.56,7.9,1,99,1,0.346820809248555
3519071,2009,35,São Paulo,4855737.33,25,3022863,0,PT,0,188675,0,7.56,7.9,1,154,0,0.753521126760563
3520509,2005,35,São Paulo,3341310.8,25,559.5821,2173,PDT,0,174335,0.01246451,7.88,8.29,0,178,0,0.029411764705882
3520509,2009,35,São Paulo,5156607.61,25,629.6426,2063.4,PDT,0,196162,0.01051886,7.88,8.29,0,211,0,0.457831325301205
3522208,2005,35,São Paulo,1889087.76,25,936.3681,1312.5,PMDB,0,141150,0.009298619,7.42,7.83,0,142,0,0.233812949640288
3522208,2009,35,São Paulo,3207249.44,25,997.2071,1276.1,PMDB,0,150321,0.008489166,7.42,7.83,0,156,0,0.76969696969697
3522307,2005,35,São Paulo,1589372.26,25,75.42851,13374,PMDB,0,134968,0.09909015,7.63,7.86,0,192,1,0.257142857142857
3522307,2009,35,São Paulo,2164772.54,25,79.63506,13335.6,PMDB,0,142495,0.09358644,7.63,7.86,0,205,0,0.450819672131148
3522505,2005,35,São Paulo,1742850.81,25,2197017,0,PPS,0,181601,0,7.35,7.59,0,139,0,0.50453720508167
3522505,2009,35,São Paulo,3638207.26,25,2382528,0,PT,0,196935,0,7.35,7.59,1,165,0,0.705692803437164
3523107,2005,35,São Paulo,1730080.13,25,3598993,0,PL,0,297356,0,7.14,7.44,0,203,0,0.455026455026455
3523107,2009,35,São Paulo,2861017.32,25,3835383,0,PR,0,316887,0,7.14,7.44,0,240,0,0.36742934051144
3523909,2005,35,São Paulo,2693040.98,25,225929,10652.5,PV,0,144757,0.07358884,7.73,8.15,0,178,0,0.412698412698413
3523909,2009,35,São Paulo,4131263.15,25,237.6533,10035.3,PV,0,152269,0.06590508,7.73,8.15,0,188,0,0.794117647058823
3524402,2005,35,São Paulo,3342025.14,25,433.4808,5414.5,PT,0,201253,0.02690395,7.77,8.09,1,263,1,0.462486002239642
3524402,2009,35,São Paulo,4832375.42,25,450.6453,3414.9,PT,0,209222,0.0163219,7.77,8.09,1,242,1,0.67595818815331
3525003,2005,35,São Paulo,1067347.43,25,5735343,0,PT,0,100076,0,7.6,8.01,1,76,1,0.26685393258427
3525003,2009,35,São Paulo,1409889.34,25,6114391,0,PSDB,0,106690,0,7.6,8.01,0,79,0,0.286624203821656
3525300,2005,35,São Paulo,1192939.28,25,176.9342,4504,PSDB,0,121572,0.037048,7.78,8.19,0,176,0,0.426229508196721
3525300,2009,35,São Paulo,1760822.55,25,187.9573,4182.4,PV,0,129146,0.03238505,7.78,8.19,0,172,0,0.857749469214437
3525904,2005,35,São Paulo,9981889.41,25,804166,19552.5,PSDB,0,346762,0.05638593,8.22,8.57,0,549,0,0.349907918968692
3525904,2009,35,São Paulo,16585137.29,25,847.5118,16642.5,PSDB,0,365453,0.04553937,8.22,8.57,0,542,0,0.388888888888889
3526902,2005,35,São Paulo,4176399.98,25,452.0906,9461,PDT,0,262534,0.03603724,7.75,8.14,0,340,0,0.220338983050847
3526902,2009,35,São Paulo,5752285.92,25,470.6713,8472.2,PDT,0,273324,0.03099691,7.75,8.14,0,422,0,0.39943342776204
3529005,2005,35,São Paulo,2216406.03,25,176.8828,8677.5,PSDB,0,207044,0.04191138,7.98,8.21,0,367,0,0.291139240506329
3529005,2009,35,São Paulo,3433664.83,25,183.5132,9521.1,PDT,0,214805,0.04432439,7.98,8.21,0,390,0,0.556701030927835
3529401,2005,35,São Paulo,4772721.59,25,6303252,0,PV,0,390228,0,7.66,7.81,0,311,1,0.401650021710812
3529401,2009,35,São Paulo,6574846.49,25,6650035,0,PT,0,411697,0,7.66,7.81,1,325,1,0.633807075899607
3530607,2005,35,São Paulo,4358812.61,25,503.8447,29302,PSDB,0,359010,0.0816189,7.83,8.01,0,508,0,0.025641025641026
3530607,2009,35,São Paulo,7712574.19,25,536.1446,30243.6,DEM,0,382025,0.07916655,7.83,8.01,0,612,0,0.353205849268841
3530706,2005,35,São Paulo,1837584.87,25,160857,7494.5,PMDB,0,130737,0.05732501,7.74,8.13,0,161,0,0.3359375
3530706,2009,35,São Paulo,2516744.63,25,167.2624,7054.9,PV,0,135943,0.05189602,7.74,8.13,0,169,1,0.53968253968254
3534401,2005,35,São Paulo,16874651.16,25,10155.91,0,PT,0,659667,0,7.76,8.18,1,665,1,0.515040352164343
3534401,2009,35,São Paulo,31616451.47,25,10243.02,0,PT,0,665325,0,7.76,8.18,1,600,1,0.839051463168517
3534708,2005,35,São Paulo,1157786.64,25,332.8105,3575,PSDB,0,98452,0.03631211,7.78,8.13,0,150,0,0.045197740112994
3534708,2009,35,São Paulo,1470158.67,25,345.2032,2841.4,PSDB,0,102118,0.02782467,7.78,8.13,0,143,0,0.317647058823529
3538006,2005,35,São Paulo,2611187.67,25,187.0019,6120,PPS,0,136511,0.04483155,7.73,8.15,0,159,1,0.251366120218579
3538006,2009,35,São Paulo,4172247.76,25,198491,5457.6,PPS,0,144898,0.03766512,7.73,8.15,0,177,0,0.513761467889908
3538709,2005,35,São Paulo,5780797.08,25,251.7037,9811,PSDB,0,346865,0.02828478,7.85,8.36,0,530,1,0.350282485875706
3539806,2005,35,São Paulo,1559607.03,25,5844937,1402,PTB,0,100907,0.01389398,7.71,8.06,0,101,0,0.013422818791946
3539806,2009,35,São Paulo,2275421.9,25,6081557,1620.4,PDT,0,104992,0.01543356,7.71,8.06,0,186,0,0.457579972183588
3541000,2005,35,São Paulo,1756558.21,25,1549091,0,PSDB,0,227817,0,7.54,7.96,0,168,0,0.096638655462185
3541406,2005,35,São Paulo,2530522.83,25,353.8796,4096,PTB,0,198398,0.02064537,8.06,8.46,0,350,0,0.513513513513513
3541406,2009,35,São Paulo,3621430.44,25,367.0254,4207.2,PTB,0,205768,0.02044633,8.06,8.46,0,336,0,0.895522388059702
3543303,2005,35,São Paulo,1137365.02,25,1098037,0,PV,0,108788,0,7.84,8.07,0,98,1,0.414383561643836
3543303,2009,35,São Paulo,1631338.63,25,1132597,0,PV,0,112212,0,7.84,8.07,0,105,0,0.540816326530612
3543402,2005,35,São Paulo,10077280.3,25,852.3419,1928,PSDB,0,554803,0.003475107,8,8.55,0,841,1,0.447397563676633
3543402,2009,35,São Paulo,14688064.04,25,913.6448,1740,DEM,0,594706,0.002925816,8,8.55,0,980,1,0.579510703363914
3543907,2005,35,São Paulo,3194773.2,25,355.5943,4633.5,PFL,0,177236,0.02614311,8.03,8.25,0,288,1,0.355555555555556
3543907,2009,35,São Paulo,4522812.71,25,370.0679,4547.5,PMDB,0,184450,0.02465438,8.03,8.25,0,296,1,0.349282296650718
3545209,2005,35,São Paulo,1555000.97,25,746.5823,916.5,PDT,0,99338,0.009226076,7.8,8.09,0,99,0,0.155038759689922
3545209,2009,35,São Paulo,2186611.92,25,783.7243,774.5,PDT,0,104280,0.007427119,7.8,8.09,0,98,0,0.488372093023256
3545803,2005,35,São Paulo,2507931.46,25,645.8473,1782.5,PSDB,0,175044,0.01018315,7.81,8.19,0,142,0,0.80952380952381
3545803,2009,35,São Paulo,3115531.06,25,660.5025,1479.7,PDT,0,179016,0.008265741,7.81,8.19,0,150,0,0.93348623853211
3547809,2005,35,São Paulo,11272305.8,25,3770972,0,PT,0,662869,0,8.15,8.35,1,796,1,0.337527757216876
3547809,2009,35,São Paulo,14709603.12,25,3832582,0,PT,0,673699,0,8.15,8.35,1,862,0,0.646389324960754
3548500,2005,35,São Paulo,14771672.18,25,1491738,1265,PMDB,0,418692,0.003021314,8.4,8.71,0,910,0,0.31047619047619
3548500,2009,35,São Paulo,22546133.9,25,1493754,488.2,PMDB,0,419258,0.001164438,8.4,8.71,0,873,0,0.797546012269939
3548708,2005,35,São Paulo,18329111.89,25,1793071,12521.5,PSB,0,734320,0.01705183,8.05,8.34,0,747,0,0.59265811587793
3548708,2009,35,São Paulo,28935767.28,25,1853906,12730.7,PT,0,759234,0.01676782,8.05,8.34,1,915,1,0.695686274509804
3548807,2005,35,São Paulo,8076924.34,25,9439.11,0,PTB,0,144711,0,8.62,9.19,0,245,1,0.436635944700461
3548807,2009,35,São Paulo,8920201.84,25,9676668,0,PTB,0,148353,0,8.62,9.19,0,288,1,0.289788408463661
3548906,2005,35,São Paulo,2921354.92,25,182.4899,9221.5,PT,0,207474,0.04444653,8.05,8.41,1,373,1,0.478971962616822
3548906,2009,35,São Paulo,4523692.7,25,192.6763,8946.7,PT,0,219055,0.04084225,8.05,8.41,1,402,1,0.341553637484587
3549805,2005,35,São Paulo,5245320.92,25,887.5942,23007.5,PPS,0,383391,0.06001054,7.97,8.34,0,626,1,0.570469798657718
3549805,2009,35,São Paulo,7879047.64,25,933.6511,24426.3,PSB,0,403285,0.06056833,7.97,8.34,0,662,1,0.822429906542056
3549904,2005,35,São Paulo,16527169.04,25,531.7557,9691.5,PSDB,0,584617,0.01657752,8.07,8.49,0,745,1,0.457481162540366
3549904,2009,35,São Paulo,22018042.8,25,564.7216,12167.9,PSDB,0,620860,0.01959846,8.07,8.49,0,784,0,0.765862377122431
3550308,2005,35,São Paulo,261455917.2,25,7128924,361173.5,PSDB,0,10843878,0.03330667,8.05,8.41,0,16818,0,0.372218284904323
3550308,2009,35,São Paulo,389317166.7,25,7344359,153260.3,DEM,0,11171578,0.01371877,8.05,8.41,0,18066,0,0.684453290367422
3551009,2005,35,São Paulo,1798505.64,25,2150.19,385,PSB,0,317998,0.001210699,7.68,7.98,0,411,0,0.56188605108055
3551009,2009,35,São Paulo,2898355.85,25,2228341,582.6,PSB,0,329556,0.001767833,7.68,7.98,0,442,0,0.795045045045045
3551702,2005,35,São Paulo,1889283.69,25,253.9613,2716,PSDB,0,102369,0.02653147,7.61,8.33,0,101,0,0.133333333333333
3551702,2009,35,São Paulo,4155643.43,25,269.2532,1582.4,PPS,0,108533,0.0145799,7.61,8.33,0,133,0,0.333333333333333
3552205,2005,35,São Paulo,9243590.75,25,1199087,6363,PSDB,0,540047,0.01178231,7.98,8.28,0,709,0,0.425837320574163
3552205,2009,35,São Paulo,14182597.39,25,1281821,6059.8,PSDB,0,577309,0.01049663,7.98,8.28,0,843,0,0.738095238095238
3552403,2005,35,São Paulo,4634895.62,25,1427146,2816.5,PT,0,219017,0.01285973,7.62,8,1,159,1,0.744186046511628
3552403,2009,35,São Paulo,6901888.24,25,1543362,2840.9,PT,0,236852,0.01199441,7.62,8,1,203,0,0.816717791411043
3552502,2005,35,São Paulo,4143232.03,25,1190796,8253,PT,0,245585,0.03360547,7.65,7.75,1,257,1,0.316949152542373
3552502,2009,35,São Paulo,5559876.39,25,1256333,9041.8,PT,0,259101,0.03489682,7.65,7.75,1,323,0,0.419932432432432
3552809,2005,35,São Paulo,3015795.62,25,10843.93,0,PSB,0,221086,0,7.69,8.09,0,153,1,0.489457831325301
3552809,2009,35,São Paulo,4035662.6,25,11763.78,0,PSB,0,239840,0,7.69,8.09,0,170,0,0.898580121703854
3554003,2005,35,São Paulo,1201599.25,25,191.6529,6441.5,PSDB,0,100378,0.06417243,7.52,7.94,0,131,0,0
3554003,2009,35,São Paulo,1898242.56,25,202.2648,5341.1,PSDB,0,105936,0.05041818,7.52,7.94,0,117,0,0.682242990654206
3554102,2005,35,São Paulo,4667498.28,25,418.2796,10165,PSDB,0,261426,0.0388829,8,8.37,0,300,0,0.465116279069767
3554102,2009,35,São Paulo,8324690.93,25,440.3723,6849,PMDB,0,275234,0.02488428,8,8.37,0,354,0,684
3556503,2005,35,São Paulo,942467.68,25,2845814,0,PT,0,99945,0,7.59,7.95,1,72,1,0.416666666666667
3556503,2009,35,São Paulo,1421193.98,25,3008542,0,PT,0,105660,0,7.59,7.95,1,63,1,0.271805273833671
3557006,2005,35,São Paulo,958360.87,25,557.8066,3674,PDT,0,102367,0.03589047,7.67,8.14,0,77,0,0.431818181818182
3557006,2009,35,São Paulo,1810173.41,25,585.8912,4051.6,PT,0,107521,0.03768194,7.67,8.14,1,95,0,0.827586206896552
4100400,2005,41,Paraná,480892.7,17,491.6249,3918,PMDB,0,95741,0.04092291,6.99,7.28,0,49,1,0.244897959183673
4100400,2009,41,Paraná,577882.26,17,522.2805,4234.8,PMDB,0,101711,0.04163561,6.99,7.28,0,74,0,0.627586206896552
4101408,2005,41,Paraná,1020912.67,17,204.8267,7199,PFL,0,114373,0.06294318,7.48,7.99,0,189,0,0.447098976109215
4101408,2009,41,Paraná,1511202.27,17,214.2055,6895.8,PMDB,0,119610,0.05765237,7.48,7.99,0,198,0,0.627659574468085
4101804,2005,41,Paraná,7082489.54,17,227.3698,8534.5,PSDB,0,106691,0.07999269,7.4,8.01,0,127,0,0.787610619469027
4101804,2009,41,Paraná,11962877.3,17,248.5658,8844.5,PMDB,0,116637,0.07582928,7.4,8.01,0,162,0,0.610309278350516
4104204,2005,41,Paraná,1114212.73,17,82.48951,16882,PSB,0,102580,0.164574,7.45,7.74,0,100,0,0.195121951219512
4104204,2009,41,Paraná,1341769.86,17,88.79243,17940.4,PMDB,0,110418,0.1624771,7.45,7.74,0,136,1,0.050420168067227
4104808,2005,41,Paraná,2917814.17,17,126.5152,16419,PPS,0,265787,0.06177503,7.82,8.1,0,337,0,0.347796143250689
4104808,2009,41,Paraná,4991769.9,17,134.2902,16197.4,PDT,0,282121,0.05741295,7.82,8.1,0,403,0,0.729433272394881
4105805,2005,41,Paraná,1173268.47,17,1001795,9060.5,PPS,0,198148,0.04572592,7.33,7.64,0,152,0,0.502890173410405
4105805,2009,41,Paraná,1866142.63,17,1061731,9615.3,PSC,0,210003,0.04578649,7.33,7.64,0,160,0,0.656301145662848
4106902,2005,41,Paraná,29672565.37,17,3837869,0,PSDB,0,1669611,0,8.23,8.56,0,3541,0,0.316221765913758
4106902,2009,41,Paraná,45762418.37,17,3989205,0,PSDB,0,1735448,0,8.23,8.56,0,3747,0,0.476075105996366
4108304,2005,41,Paraná,4940258.61,17,416.1319,2072.5,PDT,0,257316,0.008054299,7.51,7.88,0,306,0,0.854674796747967
4108304,2009,41,Paraná,6702200.02,17,414.5438,2115.3,PDT,0,256334,0.008252124,7.51,7.88,0,423,0,0.657492354740061
4109401,2005,41,Paraná,1765437.11,17,50.72753,13903.5,PP,0,161245,0.08622593,7.31,7.73,0,242,0,0.267857142857143
4109401,2009,41,Paraná,2424968.66,17,52.25837,14252.7,PP,0,166111,0.08580226,7.31,7.73,0,262,0,0.475409836065574
4113700,2005,41,Paraná,6115126.3,17,288.5707,13435,PT,0,476883,0.02817253,7.78,8.24,1,984,0,0.718678815489749
4113700,2009,41,Paraná,8884459.28,17,303.0052,13226.2,PP,0,500737,0.02641347,7.78,8.24,0,1088,0,0.840414507772021
